"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","AJB7ye","AJB7ye 2","doJOZc","W4Efsd 6","ah5Ghc","M4A5Cf","ah5Ghc 2","A1zNzb href","J8zHNe","bbPy1","M4A5Cf 2","ah5Ghc 3","Jn12ke src"
"https://www.google.com/maps/place/Manoosh+Pizza/data=!4m7!3m6!1s0x2e69ed00695df62f:0x34887b6533eb53b8!8m2!3d-6.3739318!4d106.8460356!16s%2Fg%2F11yb9_jfxg!19sChIJL_ZdaQDtaS4RuFPrM2V7iDQ?authuser=0&hl=id&rclk=1","Manoosh Pizza","4,6","(8)","Pizza","·","Jl. Prof. Lafran Pane","Segera tutup","· 22.30 · Buka Sel pukul 15.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHsZ0pjEC15l2SS9YlrACZH1kuL7DO2eyOhCbsBo5zY4olHtl8K3_YXPjTMI6ViEjLtYIk3B0QpmZEKjOACaoPrs6eeki7gBTwIDRM7-0v-rsElpiyOLHlDL8owHggi1usS-Q=w92-h92-k-no","·","Rp 25–50 rb","","","""Awalnya coba2 Krn anak2 suka","","pizza","","","","","..eh enak dan murah loh...""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Walking+Drums+Margonda+Depok/data=!4m7!3m6!1s0x2e69ede92b77cd85:0x6d7bfa1c7a8425fe!8m2!3d-6.3671129!4d106.8343545!16s%2Fg%2F11hzn4nrmg!19sChIJhc13K-ntaS4R_iWEehz6e20?authuser=0&hl=id&rclk=1","Walking Drums Margonda Depok","4,5","(2.081)","Restoran","·","·","Segera tutup","· 22.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhnctoD6xiOZXjC_S_bKPn6SY_DwvFvCZz65gIlWHYTyVicrTOrzLlKhAOEj_4e8bsomI2L23e3pOOpbqmFrhQdUe881hhFVd5DEqcAvH5qnbdGRB1SimrcTmv7TO6nx_Rerg=w80-h106-k-no","·","$$","","Jl. Margonda Raya No.426","""Pesen","","pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoem40bnJtZxgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GK_4afjUBOysseMPrs7k6AU&ei=GK_4afjUBOysseMPrs7k6AU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","tapi basenya tipis dan tll garing.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Pizza+Miracle/data=!4m7!3m6!1s0x2e69eb00181bce1d:0xb7b979408d0cebe5!8m2!3d-6.4140934!4d106.8408997!16s%2Fg%2F11y346knll!19sChIJHc4bGADraS4R5esMjUB5ubc?authuser=0&hl=id&rclk=1","Pizza Miracle","5,0","(2)","Pizza","·","Puri Radensa","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGoaZ5bJTyYlxRaerLQNEjNfynHV3grNfGVb-nEue6hN9p-YNWzjoKPDqD9HqqwwJjKqAWNcoGy5F4vJgtrKifh1bvv7jJ-by86W2OTIXZfxGYd4KDnFZDGztaJGMO66A20DHNjDQ=w80-h106-k-no","","","","","""","","Pizza","","","","","nya murah tapi buka murahan.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Tukang+Pizza/data=!4m7!3m6!1s0x2e69ef52dbe86f09:0x161ac04474139f87!8m2!3d-6.3679342!4d106.807809!16s%2Fg%2F11r22y8b2t!19sChIJCW_o21LvaS4Rh58TdETAGhY?authuser=0&hl=id&rclk=1","Tukang Pizza","5,0","(1)","Pizza","·","Jl. Tanah Baru","Tutup","· Buka Sel pukul 14.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMGkH2uI1_qMyN3mLAl3LWYjPDcsQuezjjoxmms0UdIHk7hndyr9mUWVZcbpkTn8ub2fu2glNlTxwbWZ1x3IU3VspeaIjOHrg5fPuQHOZw_mxXxE0Xt-gvy5bPholG_ws04licRw=w80-h106-k-no","","","","","Makan di tempat","·","Bawa pulang","","","","·","Pesan antar",""
"https://www.google.com/maps/place/The+Back+Burner+Pizza/data=!4m7!3m6!1s0x2e69ef5019098335:0x8aa1303d1cfa49d6!8m2!3d-6.373219!4d106.7851266!16s%2Fg%2F11xnwkqmlj!19sChIJNYMJGVDvaS4R1kn6HD0woYo?authuser=0&hl=id&rclk=1","The Back Burner Pizza","5,0","(11)","Pizza","·","no 3, Jl. Pendowo","Tutup","· Buka Kam pukul 18.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDXMHst15c5-44Tx0ukXQhpyJyc5_ItAJ3KJHUWAs2dfhx_YrXXlst1tgNFjNvIC3WbPDFjLs6BDlLhKIqBBSGx5eOo4AO1a8W9omh_thADA-6XZ-lkDBeFZ_BF5A8oM2UCDgZrCCsW3tL=w92-h92-k-no","·","Rp 50–75 rb","","","""","","Pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4bndrcW1sahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GK_4afjUBOysseMPrs7k6AU&ei=GK_4afjUBOysseMPrs7k6AU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","nya chewy, saus pastanya juga sangat enak""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/PIZZA+BOXX/data=!4m7!3m6!1s0x2e69e927a64f6b1f:0x7a66704c21c4db!8m2!3d-6.4274611!4d106.7963235!16s%2Fg%2F11vbq2cxnv!19sChIJH2tPpifpaS4R28QhTHBmegA?authuser=0&hl=id&rclk=1","PIZZA BOXX","4,0","(60)","Italia","·","Jl. Raya Cipayung No.22, RT.1/RW.10","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUCTeYALhKJglE7hK-ktl0zd5TQBGrJN2QiSLjDY40XE3ujppwn2ofJWrzY-1OhtxZkZXpEUJuz6kgG5qCu89Z20zhY5iosfaftmbPaejMNb_IkK5qm2EsyQUgKHygUm2sugGx4Mli9jsT=w80-h142-k-no","·","Rp 25–50 rb","","","""","","Pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2YnEyY3hudhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GK_4afjUBOysseMPrs7k6AU&ei=GK_4afjUBOysseMPrs7k6AU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","homemade terenak yang pernah saya makan .""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/PIZZA+KELUARGA/data=!4m7!3m6!1s0x2e69ee7839518147:0x5c5454907297d9c3!8m2!3d-6.3308478!4d106.8160251!16s%2Fg%2F11cs0b1j6q!19sChIJR4FROXjuaS4Rw9mXcpBUVFw?authuser=0&hl=id&rclk=1","PIZZA KELUARGA","4,9","(54)","Pizza","·","Jl. Gandaria Raya No.11, RT.10/RW.2","Segera tutup","· 22.00 · Buka Sel pukul 15.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGkQKuFqOjApyAaWBGI7MY2OO4ACZCseHPic3qlYSwBNd56eJkfJHwjDVkjUBklj6qSkBjKjwxUTQY7Xnz6G7kPaGESgKW_JrjBeeGfFy2STrPOaafTVqX6lB8rrK2S_GEGzKK0=w80-h106-k-no","·","$","","","Makan di tempat","·","Bawa pulang","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjczBiMWo2cRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GK_4afjUBOysseMPrs7k6AU&ei=GK_4afjUBOysseMPrs7k6AU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Antar tanpa bertemu",""
"https://www.google.com/maps/place/Planet+Pizza/data=!4m7!3m6!1s0x2e69ec0e4e6a57a9:0x61a1bca4c92acabb!8m2!3d-6.3722176!4d106.8326847!16s%2Fg%2F11bc7rhx6x!19sChIJqVdqTg7saS4Ru8oqyaS8oWE?authuser=0&hl=id&rclk=1","Planet Pizza","","","Pizza","·","Depok Town Square, Jl. Margonda No.Kav. 1 Lantai Dasar","Segera tutup","· 22.00 · Buka Sel pukul 10.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L-4KW_1YnuhjXnLOPFGHGA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=300.47165&pitch=0&thumbfov=100","","","","","Makan di tempat","·","Bawa pulang","","","","·","Pesan antar",""
"https://www.google.com/maps/place/Pizza+Veteran+-+Serua+Bojongsari/data=!4m7!3m6!1s0x2e69ef58c64c4e39:0x7b8a1c3e2c4e42d9!8m2!3d-6.3735593!4d106.7328748!16s%2Fg%2F11f3x_xgt1!19sChIJOU5MxljvaS4R2UJOLD4cins?authuser=0&hl=id&rclk=1","Pizza Veteran - Serua Bojongsari","4,7","(98)","Pizza","·","Jl. H. Thoyib 2 No.81, RT.2/RW.5","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGXherG4V843S_8jK6Fy6Crph6EIKz7JKcSB_e8deLaaQLkTggFTO4eMqzS01jypw7fYuC0D9vZ7LrU0VxSRG7fMlt8dD4y8_Tuve5fDFlBYdmE9b8hq9LKFMHYpbtDvdVetvSw=w122-h92-k-no","","","","","""Mantaaaaap pokoknyaa veteran","","pizza","","","","","""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/pizza+apa+ya..@cinangka+depok/data=!4m7!3m6!1s0x2e69efe8db8a62d7:0x5c58dc192ac8074d!8m2!3d-6.3709575!4d106.7534973!16s%2Fg%2F11nythf67z!19sChIJ12KK2-jvaS4RTQfIKhncWFw?authuser=0&hl=id&rclk=1","pizza apa ya..@cinangka depok","5,0","(2)","Pizza","·","Jl. Green Garden 2 No.10 Blok D2","Segera tutup","· 22.00 · Buka Sel pukul 16.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0bU74YcV1xbpgUILbHrCb3lODYkff1dqfhcfW7_D-SYEkOE3Y1JgrCXZcUorhOjShTYXBjt7tO6hzS807k-bRFf4F38Y0va8z7A1blOz8YNwKAFfI0iHjy2JK3Gu4hh2uq8TMSw=w122-h92-k-no","","","","","Makan di tempat","·","Bawa pulang","","","","·","Antar tanpa bertemu",""
"https://www.google.com/maps/place/Dapur+Pizza/data=!4m7!3m6!1s0x2e69e95ab5609635:0x4eea8301083d7c9e!8m2!3d-6.3930781!4d106.8061346!16s%2Fg%2F11f9yny9sk!19sChIJNZZgtVrpaS4Rnnw9CAGD6k4?authuser=0&hl=id&rclk=1","Dapur Pizza","5,0","(1)","Pizza","·","Jl. Camar No.260, RT.1/RW.10","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyQDq9PXKyV6RPbNdgZDEOLTqdS2IsmgBqH2sctqW7yONjVQKiVEPpOmpObq4ehgrbecJUqdJLQq2zuUj4Gv3Zuw_E5EAvqTmtQTtdEQA8t9-pnq7FNAtZzxpIy1zmVeXxTbs=w122-h92-k-no","","","","","Makan di tempat","·","Bawa pulang","","","","·","Antar tanpa bertemu",""
"https://www.google.com/maps/place/Pizza+boxx/data=!4m7!3m6!1s0x2e69e98e0bf9a1db:0x33aefb1a689a829a!8m2!3d-6.3949692!4d106.7431721!16s%2Fg%2F11vj4pf_k6!19sChIJ26H5C47paS4RmoKaaBr7rjM?authuser=0&hl=id&rclk=1","Pizza boxx","4,1","(41)","Italia","·","JP4V+277","Segera tutup","· 22.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdRmbNRCoGH64gxUVNfthr4OtfOHwipf2CMKNEHfNh8ccAz0ZM608IlKfdJl3KMuxShIRFKQt0ps-iRoKnlag29vqq1nkyUG7CHbm3UDs-HgTicjWetHhEE_3WI0cya8HEbQTh=w80-h106-k-no","·","Rp 50–75 rb","","","""selain","","pizza","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2ajRwZl9rNhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GK_4afjUBOysseMPrs7k6AU&ei=GK_4afjUBOysseMPrs7k6AU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","",", fettucini nya juga enak""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Hotz%26Go+Pizza/data=!4m7!3m6!1s0x2e69ee87a6049167:0x73ea7894903c187e!8m2!3d-6.3423809!4d106.8092624!16s%2Fg%2F11dx8_lfwq!19sChIJZ5EEpofuaS4Rfhg8kJR46nM?authuser=0&hl=id&rclk=1","Hotz&Go Pizza","4,8","(14)","Pizza","·","Jl. Barkah No.22 9, RT.10/RW.5","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmpvnM23SS2QxVr-cZpRmdv5xar789nFI1UKvi6NKlLeENygeSu-fdckNUrG4E1DzciYwyatssHMbJP-AA8wjwa9F7pwqhleoV-D6cUaIAimTf3Qivb0MoHa-1nlQpcSwL6gVm=w193-h92-k-no","","","","","Makan di tempat","·","Bawa pulang","","","","·","Antar tanpa bertemu",""
"https://www.google.com/maps/place/Pizza+DOMINO/data=!4m7!3m6!1s0x2e69ee46355ec48f:0x392e9bdec7dd3b2b!8m2!3d-6.3234166!4d106.7839303!16s%2Fg%2F12ml2mldq!19sChIJj8ReNUbuaS4RKzvdx96bLjk?authuser=0&hl=id&rclk=1","Pizza DOMINO","4,1","(424)","Pizza","·","Cinere Raya No 1 Lantai 1 North Wing B 2","Segera tutup","· 22.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGpcYonYeD8Zgas1f3e22nny4_SHbm89YTi_xLZ9Eb22dB2ftTAWeikAOCCrKZDrCHrPjsABSosRpmKUZWEfwTXrRaFHw_fN5XfbUtUaWBKSyQW3Lig7f63jWu9BoK63Y2bGqL=w163-h92-k-no","·","$$","","Resto pizza delivery yang berdiri lama","""Sekarang buka lebih pagi dari jam 8... Makan","","pizza","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMTJtbDJtbGRxGAA6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GK_4afjUBOysseMPrs7k6AU&ei=GK_4afjUBOysseMPrs7k6AU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","pagi pagi...""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Pizza+Oven/data=!4m7!3m6!1s0x2e69eb0042db19db:0xd93b4a451d1c2da9!8m2!3d-6.3961332!4d106.8495446!16s%2Fg%2F11mcz_lm11!19sChIJ2xnbQgDraS4RqS0cHUVKO9k?authuser=0&hl=id&rclk=1","Pizza Oven","4,0","(4)","Pizza","·","JR3X+GRV, Jl. Merdeka","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHux-DZ1qREiYPPOkO8-GrhK7Vu20ueq3Zz_4dNTRQnr1cwZkse3ytO368LxitGPY7N3L7Z5sPS42CB4ENIUixfL8XKAYbhQflTNrT9vNk2PDaYnILlHY_K0o6BAe704-1hFfJQ=w80-h177-k-no","","","","","""","","Pizza","","","","","Nya enak, Murah.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
